volume	section	page	text
1	Отличия между тарифом по промокоду и cкидкой по промокоду	1	<br>Отличия между тарифом по промокоду и cкидкой по промокоду<br>=========================================================<br><br><br>Личный кабинет Travelline дает возможность настраивать разные варианты специальных предложений со скидками для ваших гостей. Это могут быть открытые акции на сайте или закрытые предложения. Для их создания используйте тариф с промокодом или скидку по промокоду.<br><br><br> <br><br><br>Тариф с промокодом<br>------------------<br><br><br>Тариф с промокодом - это закрытое промокодом спецпредложение. Такой тариф подходит для создания предложения со скидкой для ограниченного круга лиц – для постоянных гостей, корпоративных клиентов. Тариф будет доступен только тем гостям, которые введут промокод на форме бронирования.  <br><br><br><br>Для создания тарифа с промокодом необходимо: <br><br><br>1. Создать наследуемый тариф [по инструкции](https://www.travelline.ru/support/knowledge-base/?id=282308);<br><br><br>2. Создать промокод [по инструкции](https://www.travelline.ru/support/knowledge-base/?id=282050). <br><br><br>На сайте отеля закрытый тариф после введения промокода выглядит так:  <br><br><br><br>![ce6968bb35e430662641a2a805cf6db7.png](https://138018.selcdn.ru/KB_images/omnideskru/13074/282009/a2fb2c353ce5e82523574b765dc010be.png)<br>  <br>Если в настройках визуализации тарифа выбрать пункт «показывать тариф до ввода промокода», то на сайте тариф будет выглядеть таким образом:  <br><br><br><br>![c0362ec69830985bd79519e0db1fe656.png](https://138018.selcdn.ru/KB_images/omnideskru/13074/282009/a616b3d0d5ebdf657eb4fd801901b9ce.png)<br>  <br>Для этой настройки перейдите в раздел «Управление номерами» → выберите тариф **→** вкладка «Оформление тарифа на сайте» → блок «Промокоды» → в пункте «Показ тарифа до ввода промокода» выберите «Скрывать» или «Показывать**».**Более подробно: [Как создать тариф с промокодом](https://www.travelline.ru/support/knowledge-base/?id=282320).<br><br><br> <br><br><br>Скидка по промокоду<br>-------------------<br><br><br>Скидка – это спецпредложение для более широкой аудитории. Тариф со скидкой по промокоду доступен для всех гостей. Однако гости, знающие промокод, смогут получить скидку по тарифу после введения промокода. Скидка может быть создана для нескольких тарифов сразу.<br><br><br>Для создания тарифа со скидкой по промокоду необходимо:<br><br><br>1. Создать промокод [по инструкции](https://www.travelline.ru/support/knowledge-base/?id=282050). <br><br><br>2. Создать скидку по промокоду [по инструкции](https://www.travelline.ru/support/knowledge-base/?id=282312). Привязывать промокод к тарифу не нужно.<br><br><br>Тариф со скидкой по промокоду на сайте отеля выглядит так:<br><br><br>![7b18e469e07cd5d0b047d818e39c31a5.png](https://138018.selcdn.ru/KB_images/omnideskru/13074/282009/c09f551a2f20da598830e088535be840.png)<br>  <br>**Важно!** Тариф с промокодом и скидка по промокоду работают только для формы бронирования.<br><br><br> <br><br><br>Cходства и отличия между тарифом с промокодом и скидкой по промокоду<br>--------------------------------------------------------------------<br><br><br>* Скидка — это простой способ предоставить дополнительный бонус при бронировании. Можно сразу создать скидку на нужные даты, без изменения тарифа: цен и настройки ограничений.<br>* Для тарифа с промокодом нужно создать наследуемый тариф со скидкой. Для скидки по промокоду можно использовать существующие тарифы.<br>* Тариф с промокодом можно привязать к виджету на сайте, а скидку нет.<br>* Скидку по промокоду можно привязать сразу к нескольким тарифным планам, а для привязки промокода к нескольким тарифам нужно заходить в каждый тариф по отдельности.<br>* В тарифе можно выбрать отдельный промокод из категории, а в скидке по промокоду — только категорию промокодов.<br>* Промокод не создает скидку в тарифе с промокодом, а только ограничивает доступ гостей к тарифу на сайте.<br>* Тариф с промокодом можно использовать для бронирования по программе лояльности. Более подробно: [Закрытые тарифы для участников программы лояльности](https://www.travelline.ru/support/knowledge-base/?id=282538).<br>
