volume	section	page	text
1	15 ноября 2023 — Проживание с переездом при наличии доступных номеров	1	<br>15 ноября 2023 — Проживание с переездом при наличии доступных номеров<br>=====================================================================<br><br><br>Room Mix — проживание гостя с переездом из номера в номер. Например, если гость бронирует отель на 7 дней: 3 дня он может жить в номере «Стандарт», а остальные 4 — в «Люксе». Для вас это возможность увеличить загрузку, а для гостя — заселиться в отель, даже если у вас нет свободных номеров на весь период проживания.<br><br><br>Теперь гость сможет и сэкономить, если вы настроите Room Mix даже при наличии доступных номеров. Тогда модуль бронирования будет показывать гостям баннер с предложением подобрать проживание с переездом, которое будет дешевле, чем проживание в одном номере.<br><br><br>Больше про особенности настройки рум-микса читайте в статье «[Room mix — проживание с переездом из номера в номер](https://www.travelline.ru/support/knowledge-base/?id=314117)».<br><br><br> <br><br><br>Как это работает<br>----------------<br><br><br>Вы можете предлагать гостям переселение из номера в номер:<br><br><br>1. **При наличии доступных номеров**. В этом случае модуль бронирования покажет гостям баннер с предложением подобрать проживание с переездом, которое будет дешевле, чем проживание в одном номере.<br><br><br>2. **При отсутствии доступных номеров**. Модуль предложит проживание с переездом, если на выбранный период нет доступных номеров.<br><br><br> <br><br><br>Как настроить<br>-------------<br><br><br>Просто поставьте галочку в настройках модуля бронирования рядом с нужным вам вариантом. Можно поставить обе галочки, тогда модуль будет предлагать гостям переселение из номера в номер и при наличии свободных номеров, и при их отсутствии.<br><br><br>![](https://138018.selcdn.ru/KB_images/omnideskru/10578/316274/9e8a4d7f85485eb074513b3da971245d.png)<br> <br><br><br>Как выглядит проживание с переездом<br>-----------------------------------<br><br><br>При отсутствии свободных номеров:  <br><br><br><br>![](https://138018.selcdn.ru/KB_images/omnideskru/10578/316274/12272eb528849a62d56ea225e94883dd.png)<br> <br><br><br>При наличии доступных номеров для модуля бронирования в виде плитки:<br><br><br>![](https://138018.selcdn.ru/KB_images/omnideskru/10578/316274/60d70004dada516a52a72b37b443bf95.png)<br> <br><br><br>При наличии доступных номеров для модуля бронирования в виде списка:<br><br><br>![](https://138018.selcdn.ru/KB_images/omnideskru/10578/316274/11303ef70e58ce4fc81c9bff1f9d2313.png)
